Customer ID;Transaction Amount;Date
248212;90.69;2023.05.13
130258;344.07;2023.09.08
863120;55.29;2023.02.11
263233;436.87;2023.03.28
634484;108.89;2023.08.16
770295;50.61;2023.08.04
70253;97.83;2023.04.07
22031;376.88;2023.06.17
117622;1949.41;2023.09.07
131502;227.02;2023.08.29
238552;1018.25;2023.03.15
633348;1527.97;2023.05.06
51585;315.25;2023.10.02
90843;97.33;2023.08.19
536727;66.65;2023.10.09
15210;1126.47;2023.02.13
631409;318.17;2023.09.22
521323;1190.09;2023.07.10
782943;695.65;2023.10.09
664830;151.72;2023.10.09
396614;81.56;2023.03.24
665838;340.16;2023.03.07
553322;159.37;2023.05.16
611273;433.58;2023.01.20
449048;367.64;2023.05.16
599986;1583.79;2023.09.14
542357;1446.43;2023.05.09
633720;213.59;2023.10.10
360730;305.19;2023.05.23
110359;67.73;2023.01.18
440428;255.64;2023.04.28
10833;32.02;2023.08.08
385429;340.66;2023.10.12
973568;697.7;2023.06.14
624008;175.36;2023.08.08
119207;996.4;2023.02.15
749880;113.84;2023.01.03
121311;29.79;2023.01.26
548850;62.67;2023.03.11
704521;648.21;2023.01.26
582691;280.93;2023.04.06
883625;1939.51;2023.01.16
102468;24.44;2023.06.20
835465;133.81;2023.05.10
482108;262.67;2023.07.06
907057;290.09;2023.09.22
386495;123.17;2023.05.09
664095;191.96;2023.05.03
73365;83.09;2023.01.17
758789;213.26;2023.08.27
805525;27.54;2023.01.22
551194;53.64;2023.07.23
800566;2475.92;2023.08.24
832235;852.69;2023.01.04
62053;1635.42;2023.03.07
404029;160.25;2023.06.07
982529;93.63;2023.09.27
970862;598.83;2023.02.09
230200;753.28;2023.03.05
572107;12.55;2023.03.03
391162;88.51;2023.02.26
24499;34.1;2023.04.12
80038;951.76;2023.08.12
608405;77.19;2023.03.30
730938;125.17;2023.08.05
171453;215.3;2023.10.08
593695;41.03;2023.05.11
880470;267.66;2023.07.05
733421;228.58;2023.08.30
80702;498.9;2023.06.15
335844;948.88;2023.02.03
336832;100.46;2023.04.15
231456;10.9;2023.06.14
711192;93.33;2023.05.27
597185;69.81;2023.07.09
835499;115.12;2023.01.07
702992;125.0;2023.05.23
165186;645.28;2023.04.17
817298;73.36;2023.06.07
204468;370.15;2023.03.01
797826;1145.61;2023.06.30
237150;313.57;2023.05.20
876669;141.72;2023.01.14
769987;48.32;2023.05.14
389121;64.4;2023.04.04
252193;484.61;2023.03.10
835509;862.06;2023.03.06
423966;289.6;2023.07.09
195061;74.26;2023.01.05
528274;2874.98;2023.08.24
421393;151.67;2023.05.06
62113;60.71;2023.03.01
548346;199.73;2023.10.12
857770;534.72;2023.07.31
835455;97.9;2023.06.02
349469;90.18;2023.04.07
954897;283.82;2023.08.06
643256;284.96;2023.05.29
486811;190.5;2023.01.22
956567;402.38;2023.07.03
514129;104.8;2023.04.29
244234;982.11;2023.10.08
151760;188.51;2023.09.08
214329;1264.18;2023.05.09
939627;249.35;2023.08.01
77766;186.27;2023.06.11
895256;87.12;2023.03.29
344414;246.89;2023.08.27
738256;490.2;2023.06.03
244300;133.56;2023.04.04
701375;67.94;2023.04.26
980316;262.39;2023.04.04
317558;636.5;2023.04.17
410321;438.86;2023.01.06
260307;155.6;2023.09.27
686878;165.88;2023.06.19
617407;122.11;2023.08.23
182518;82.59;2023.04.27
789162;623.44;2023.01.31
769954;58.16;2023.06.16
484761;63.49;2023.03.12
98627;2651.68;2023.04.27
419412;76.48;2023.09.26
915241;39.74;2023.07.31
551970;222.96;2023.06.19
620584;295.27;2023.05.07
108254;638.53;2023.02.19
576522;95.88;2023.03.25
412739;135.98;2023.06.23
746550;32.61;2023.07.22
448075;13.98;2023.05.27
47544;357.98;2023.04.20
927954;59.05;2023.07.29
733737;127.31;2023.07.20
123243;447.01;2023.05.02
127611;293.25;2023.08.09
809622;219.53;2023.05.29
341239;95.12;2023.09.23
779948;473.66;2023.01.19
940300;189.97;2023.03.12
644794;380.5;2023.06.23
249902;168.18;2023.06.11
137820;51.3;2023.08.05
241396;199.01;2023.03.29
799983;2661.47;2023.02.26
529234;352.31;2023.03.11
481975;30.21;2023.02.05
365828;172.66;2023.08.23
919724;65.67;2023.06.01
370623;98.0;2023.08.21
128879;63.44;2023.06.16
317655;107.25;2023.08.15
804199;87.83;2023.08.12
226857;101.76;2023.06.12
25978;207.16;2023.02.28
621622;355.66;2023.09.12
553609;268.66;2023.01.19
64747;199.84;2023.06.23
972648;19.26;2023.04.03
370335;83.04;2023.04.11
565953;466.58;2023.01.08
849140;484.41;2023.08.03
124658;350.84;2023.01.16
272235;49.43;2023.05.15
711956;144.34;2023.09.02
273987;374.75;2023.07.18
490241;615.44;2023.05.16
440776;423.92;2023.10.11
772326;108.72;2023.07.07
768989;1056.7;2023.05.15
259743;194.01;2023.03.21
205527;167.95;2023.02.07
309274;54.31;2023.08.27
747864;1102.4;2023.06.01
625149;31.87;2023.01.05
314334;59.16;2023.09.16
518327;641.13;2023.03.29
638222;2327.79;2023.05.27
601084;121.57;2023.02.18
188622;2680.28;2023.02.05
450844;21.97;2023.07.05
613931;36.89;2023.03.17
904084;211.44;2023.07.26
770893;35.94;2023.05.04
109852;41.99;2023.08.02
659517;54.01;2023.06.07
143102;2763.31;2023.01.20
985748;92.95;2023.10.14
487162;182.75;2023.03.07
236613;42.16;2023.04.18
339521;943.27;2023.03.23
475135;2145.97;2023.08.11
222384;697.3;2023.05.13
530753;2115.02;2023.07.10
359061;131.96;2023.04.28
440041;310.98;2023.09.25
567067;101.9;2023.04.10
403813;743.3;2023.04.09
980925;526.09;2023.01.27
924658;150.31;2023.03.03
65724;55.77;2023.03.27
976843;239.39;2023.07.24
778581;1327.23;2023.09.16
836260;21.89;2023.06.30
736385;168.03;2023.04.06
568503;109.86;2023.06.19
455425;48.97;2023.06.12
655332;52.37;2023.06.03
124666;191.61;2023.02.03
910641;459.05;2023.10.12
865071;212.12;2023.06.24
631107;274.92;2023.01.20
513543;42.26;2023.07.21
660651;440.13;2023.06.12
163567;881.93;2023.10.07
616823;13.67;2023.07.19
372106;167.06;2023.01.12
334505;154.53;2023.05.12
503689;277.11;2023.04.09
639758;120.78;2023.04.20
896998;10.52;2023.10.06
655999;109.21;2023.08.23
704662;165.67;2023.01.23
781475;123.85;2023.01.11
258918;913.82;2023.02.21
85069;293.15;2023.01.11
80859;804.19;2023.08.29
763304;179.45;2023.05.15
983822;151.61;2023.07.26
329089;2206.11;2023.05.05
217519;90.46;2023.06.01
401898;68.46;2023.04.05
424854;73.38;2023.01.04
619705;72.05;2023.08.09
657334;33.01;2023.01.01
194555;194.2;2023.01.10
821242;2587.54;2023.03.11
443811;15.23;2023.05.21
476759;178.97;2023.06.21
760359;2801.11;2023.08.01
60400;40.89;2023.08.29
898360;719.56;2023.07.31
45207;55.83;2023.02.24
299018;18.49;2023.06.28
935898;112.04;2023.10.02
564505;179.57;2023.05.26
347503;411.71;2023.01.21
298151;85.29;2023.06.27
959337;86.9;2023.07.12
300043;57.66;2023.09.28
940725;976.99;2023.01.01
549909;899.73;2023.03.24
30726;357.55;2023.10.01
763095;408.25;2023.01.17
988363;231.33;2023.06.10
550367;128.07;2023.10.08
912249;568.84;2023.09.29
927383;173.6;2023.06.20
232261;762.17;2023.08.03
423996;85.6;2023.03.04
359615;44.86;2023.03.13
59028;20.88;2023.05.01
844873;1098.1;2023.06.02
486229;80.51;2023.07.31
461469;147.04;2023.07.27
922469;35.38;2023.10.10
452322;150.85;2023.06.28
812205;148.86;2023.02.11
230145;24.99;2023.05.05
887462;649.02;2023.08.15
180469;107.24;2023.09.30
286571;89.78;2023.05.08
738351;87.99;2023.07.02
814841;1545.05;2023.01.21
797834;69.48;2023.08.14
797518;40.19;2023.01.05
46532;24.82;2023.05.27
581767;177.98;2023.05.25
462180;68.23;2023.07.29
515771;119.15;2023.07.08
552988;942.19;2023.07.01
252204;70.41;2023.01.25
278845;2804.93;2023.07.10
662780;87.41;2023.07.30
714301;2950.47;2023.09.12
43563;12.21;2023.08.10
605779;152.54;2023.03.20
276600;770.9;2023.02.17
393619;366.1;2023.09.11
586827;22.8;2023.07.31
12169;28.27;2023.02.13
531503;90.17;2023.02.25
952592;418.97;2023.01.19
43458;116.12;2023.03.23
835435;49.13;2023.07.09
114802;1853.68;2023.05.26
552897;1026.51;2023.04.16
189073;917.28;2023.08.02
953097;197.09;2023.06.04
764840;79.96;2023.05.09
102026;23.31;2023.04.13
882989;14.15;2023.04.07
475355;542.77;2023.09.23
62528;252.11;2023.05.30
513055;2603.7;2023.03.29
44279;2000.93;2023.08.26
831809;1469.12;2023.03.11
818454;183.78;2023.06.01
572095;1753.99;2023.05.05
322050;358.2;2023.04.04
141361;948.96;2023.07.17
278372;61.35;2023.06.08
740618;159.45;2023.08.14
786766;20.03;2023.02.09
443703;45.68;2023.04.19
128674;195.58;2023.04.21
163291;149.54;2023.03.29
981411;122.31;2023.08.10
245343;990.67;2023.04.07
453937;733.97;2023.04.12
199606;37.57;2023.05.20
248507;482.63;2023.04.29
637586;265.82;2023.02.06
121815;50.81;2023.09.04
218349;1347.02;2023.09.01
804878;1074.58;2023.08.26
886917;1826.92;2023.03.27
721291;680.58;2023.07.05
264637;95.6;2023.08.11
29827;128.73;2023.09.13
691718;1656.2;2023.09.03
249709;176.14;2023.08.31
700248;40.99;2023.02.08
433025;117.99;2023.05.19
489828;714.67;2023.04.26
275533;2104.79;2023.07.17
577584;130.62;2023.05.01
819155;353.78;2023.07.09
571577;229.55;2023.02.13
999084;258.52;2023.08.29
147645;311.45;2023.09.22
21340;59.34;2023.07.17
847609;157.27;2023.01.07
710153;85.52;2023.02.03
18741;80.53;2023.07.02
530115;53.78;2023.07.11
988838;27.42;2023.03.10
349898;157.12;2023.08.14
667918;175.69;2023.04.12
618322;1883.44;2023.09.23
248526;169.92;2023.06.13
823092;2058.76;2023.04.08
454063;453.94;2023.03.15
248066;1855.08;2023.03.28
512725;136.72;2023.01.28
890106;69.37;2023.03.16
963522;44.78;2023.06.10
134213;19.39;2023.03.03
128785;38.16;2023.06.15
928250;73.3;2023.07.17
290565;235.27;2023.02.06
525425;885.25;2023.05.15
8084;20.02;2023.08.28
903634;445.26;2023.06.19
426709;216.46;2023.01.03
962595;139.18;2023.09.29
298943;203.48;2023.03.23
531696;129.46;2023.07.08
766605;598.61;2023.10.13
369414;798.12;2023.05.30
533403;196.77;2023.06.12
530683;97.5;2023.09.09
281756;98.37;2023.05.22
928809;87.64;2023.06.09
909867;83.83;2023.07.17
254204;59.36;2023.08.21
656804;113.41;2023.09.16
643325;1916.52;2023.08.14
590598;580.78;2023.03.29
674277;81.16;2023.07.03
549049;695.32;2023.04.15
372380;35.0;2023.08.13
793128;623.37;2023.08.11
364541;125.89;2023.01.17
908949;80.56;2023.08.18
896544;784.34;2023.01.18
836831;195.71;2023.05.04
674548;155.26;2023.07.19
416592;25.93;2023.02.27
768820;22.14;2023.09.17
613497;41.17;2023.04.26
452003;2741.69;2023.03.16
498620;71.78;2023.05.03
309415;103.22;2023.03.27
316796;68.11;2023.01.17
258739;101.61;2023.08.15
223487;195.68;2023.01.22
50934;385.85;2023.06.20
904214;2296.83;2023.01.18
487170;204.33;2023.10.02
408408;47.97;2023.01.24
817466;81.7;2023.02.12
877771;948.4;2023.07.17
371889;15.79;2023.06.11
248735;2941.95;2023.04.20
254516;487.95;2023.02.01
334761;65.69;2023.08.19
502491;489.11;2023.07.03
895799;409.53;2023.10.11
835728;107.47;2023.03.31
22058;99.21;2023.03.30
236840;294.1;2023.01.10
84509;273.33;2023.02.07
930123;1647.98;2023.05.08
683341;171.57;2023.02.16
503045;265.71;2023.05.12
553780;1199.06;2023.09.21
934126;2932.84;2023.08.22
734771;159.88;2023.03.09
866990;517.54;2023.07.20
570045;237.34;2023.03.01
258744;784.99;2023.03.20
912005;14.86;2023.05.22
374100;98.97;2023.10.05
563153;127.35;2023.04.26
472645;2489.76;2023.02.28
945325;259.39;2023.01.01
814127;467.97;2023.10.05
949328;1389.19;2023.08.25
701519;825.83;2023.01.27
120649;111.39;2023.01.10
340802;182.84;2023.04.17
150836;11.14;2023.01.19
879798;771.55;2023.01.30
35304;80.25;2023.07.15
561404;170.66;2023.01.03
859137;426.18;2023.01.25
296037;65.93;2023.09.15
874884;148.73;2023.06.23
702183;33.37;2023.08.28
879719;75.66;2023.04.18
278638;62.34;2023.08.04
743869;227.52;2023.09.01
259751;382.79;2023.07.29
789240;824.16;2023.08.17
704504;426.67;2023.05.03
480591;357.56;2023.01.12
843993;1835.29;2023.02.22
115244;69.16;2023.05.02
990503;59.54;2023.05.19
671074;17.0;2023.02.25
519922;395.82;2023.08.06
701320;21.3;2023.08.13
603151;611.76;2023.04.15
423445;256.25;2023.06.07
774239;105.52;2023.01.08
937442;44.46;2023.10.12
535633;97.83;2023.01.16
536659;201.33;2023.10.05
777148;1694.39;2023.06.16
955622;128.79;2023.03.26
86641;172.51;2023.01.06
792255;168.01;2023.07.24
310389;33.39;2023.02.24
259155;2443.44;2023.06.14
76189;69.64;2023.02.01
496920;73.32;2023.04.12
780073;1942.9;2023.08.21
155774;177.49;2023.01.21
405638;48.6;2023.09.28
541497;111.12;2023.03.27
48719;241.74;2023.01.18
560382;32.62;2023.03.09
887454;423.02;2023.04.28
51894;705.79;2023.03.17
331529;81.52;2023.07.15
77918;413.51;2023.08.31
157664;952.67;2023.09.13
616614;385.06;2023.09.14
346842;408.86;2023.03.23
115634;910.99;2023.03.01
185348;1620.85;2023.06.20
423974;131.2;2023.09.12
176509;322.7;2023.03.06
494488;133.65;2023.09.18
636427;2807.33;2023.05.14
699192;298.51;2023.02.23
4718;2871.87;2023.05.16
529894;46.43;2023.06.18
449805;173.76;2023.04.23
261217;98.35;2023.07.31
727712;346.17;2023.03.27
299227;2173.72;2023.08.16
468422;162.16;2023.01.24
856346;247.27;2023.10.12
768448;51.92;2023.04.08
245667;386.48;2023.05.18
814676;223.42;2023.03.10
699804;16.59;2023.07.30
662502;235.26;2023.06.11
431225;136.94;2023.05.13
69640;718.62;2023.02.08
634042;55.01;2023.08.04
336959;593.27;2023.03.10
512397;98.06;2023.03.17
210849;894.34;2023.09.06
200319;70.06;2023.04.14
660366;237.12;2023.03.26
937345;23.9;2023.04.26
205641;286.93;2023.03.31
469567;223.27;2023.04.27
871234;53.53;2023.09.15
667151;13.91;2023.08.21
482497;142.01;2023.06.09
771103;234.6;2023.06.27
783292;347.08;2023.04.15
418868;174.93;2023.01.02
619787;167.27;2023.08.20
442800;2865.96;2023.08.07
348745;188.18;2023.10.10
169365;1418.93;2023.04.13
641784;282.27;2023.04.17
287641;960.74;2023.09.16
296111;61.15;2023.03.22
868316;136.39;2023.07.28
579241;1865.54;2023.08.03
435901;323.48;2023.04.24
873353;47.6;2023.07.17
189813;89.31;2023.04.24
967921;139.88;2023.05.31
540051;42.69;2023.02.24
985183;253.94;2023.02.21
194144;32.4;2023.01.13
876461;123.94;2023.02.22
262169;78.06;2023.03.29
153067;86.15;2023.01.04
300695;430.44;2023.03.10
155761;65.68;2023.04.14
627313;25.75;2023.05.14
253978;1515.86;2023.06.19
799267;93.76;2023.03.26
810228;173.8;2023.10.07
254270;186.13;2023.02.25
234758;19.38;2023.01.31
78984;269.7;2023.04.20
611049;2866.92;2023.01.10
142183;21.36;2023.06.05
576361;59.87;2023.03.26
836980;111.54;2023.05.28
386258;206.87;2023.02.16
597856;13.56;2023.01.17
752725;869.06;2023.04.24
754368;155.3;2023.09.02
498564;241.31;2023.10.05
988105;147.67;2023.03.21
141232;277.95;2023.01.04
558460;281.02;2023.05.27
538445;63.88;2023.01.26
51904;143.27;2023.02.28
246346;1847.17;2023.05.18
542890;42.55;2023.04.02
23697;239.03;2023.05.01
351180;522.29;2023.01.28
754361;1458.27;2023.08.25
212947;1334.73;2023.01.24
479725;29.09;2023.09.26
329126;115.8;2023.08.05
238035;126.18;2023.05.14
356889;269.66;2023.07.04
479616;419.82;2023.04.12
443801;143.31;2023.07.06
306985;158.76;2023.06.30
683497;99.62;2023.08.25
119549;906.23;2023.04.08
140588;179.37;2023.10.10
790447;952.69;2023.04.30
638333;378.34;2023.05.31
976502;130.43;2023.07.26
461336;112.07;2023.07.11
825973;57.05;2023.05.25
945165;378.65;2023.08.20
953395;263.97;2023.04.01
452084;140.33;2023.04.02
268255;31.66;2023.02.23
889282;104.83;2023.06.29
941396;33.44;2023.08.17
787229;32.47;2023.09.21
574315;143.39;2023.06.18
671602;114.87;2023.06.25
591694;215.71;2023.05.16
162510;401.0;2023.07.20
255848;944.14;2023.05.16
503415;200.61;2023.02.11
4052;397.61;2023.06.15
458015;37.54;2023.04.18
980037;133.16;2023.03.20
22619;187.12;2023.02.18
440380;222.33;2023.07.01
64379;486.19;2023.04.23
723209;111.19;2023.10.12
27542;68.58;2023.07.01
451869;191.57;2023.07.29
720981;71.98;2023.06.05
681266;1519.76;2023.01.15
734080;2556.07;2023.05.31
225285;194.19;2023.10.12
497889;48.43;2023.06.02
670906;90.43;2023.05.17
943739;626.3;2023.10.06
404742;178.08;2023.03.22
227073;584.17;2023.03.10
831391;71.79;2023.01.23
539003;99.05;2023.07.03
439277;11.06;2023.04.30
743278;280.12;2023.04.09
476631;73.31;2023.04.09
77765;60.71;2023.08.17
901043;1843.25;2023.05.18
168481;407.75;2023.02.19
975609;1150.79;2023.03.02
355979;341.08;2023.05.04
262443;794.31;2023.03.09
747609;2746.0;2023.10.08
151415;103.06;2023.08.07
101369;278.37;2023.10.05
716459;34.91;2023.04.27
682943;295.72;2023.03.07
53621;327.32;2023.10.08
449298;2857.05;2023.09.19
683809;472.74;2023.04.09
883148;93.23;2023.03.03
188147;772.2;2023.09.16
585147;62.65;2023.04.03
279608;267.69;2023.08.14
344286;171.44;2023.06.09
583775;2773.81;2023.08.04
889453;2292.96;2023.06.22
980560;2588.09;2023.10.12
960389;11.97;2023.01.13
414792;216.4;2023.01.06
608483;55.39;2023.04.11
296762;690.08;2023.03.01
776810;74.97;2023.10.08
194685;52.82;2023.06.15
193244;509.02;2023.03.15
213314;64.55;2023.04.26
934942;655.56;2023.10.04
770759;174.81;2023.06.14
316418;72.41;2023.02.20
171307;358.3;2023.09.07
825987;149.84;2023.10.08
851850;452.17;2023.03.26
910901;127.06;2023.06.16
470222;378.45;2023.10.14
25640;745.0;2023.04.13
965459;192.09;2023.01.09
298874;1943.19;2023.02.09
782921;461.13;2023.01.18
26525;44.04;2023.03.11
218459;192.75;2023.05.24
347705;15.68;2023.06.12
616890;192.53;2023.01.21
124233;902.36;2023.05.11
146822;285.39;2023.07.10
635682;29.63;2023.01.09
332564;510.22;2023.06.03
154090;72.55;2023.05.26
656542;476.09;2023.09.29
915323;327.74;2023.05.26
858424;978.31;2023.01.16
782254;461.96;2023.08.12
327026;66.66;2023.04.20
962092;364.97;2023.05.14
553608;289.59;2023.06.24
538725;83.51;2023.09.23
91448;99.84;2023.01.20
951370;115.12;2023.05.24
448622;444.24;2023.04.25
309694;675.6;2023.08.04
701839;172.96;2023.07.10
254331;52.05;2023.02.19
465018;2191.81;2023.08.28
538088;80.34;2023.07.03
292865;571.47;2023.05.16
968101;414.19;2023.06.24
474480;66.92;2023.06.24
469590;957.46;2023.01.02
344546;2336.85;2023.03.15
54673;30.3;2023.07.09
91223;532.32;2023.08.22
222598;22.29;2023.01.04
935372;337.59;2023.03.16
183974;206.3;2023.04.22
615651;179.5;2023.04.23
646396;419.62;2023.08.17
531451;857.6;2023.09.25
490965;12.32;2023.02.04
515328;161.97;2023.10.03
734740;35.37;2023.07.21
445309;1404.19;2023.09.17
402138;265.22;2023.05.04
732776;51.09;2023.06.09
743088;81.2;2023.09.01
335026;72.54;2023.10.14
31459;183.54;2023.08.22
451746;592.61;2023.09.23
984619;26.59;2023.05.13
90842;249.49;2023.09.02
184017;34.74;2023.04.03
707327;58.8;2023.03.08
153992;380.91;2023.03.03
11094;64.01;2023.03.01
444594;246.28;2023.07.17
249807;1822.53;2023.01.07
145049;77.69;2023.06.26
861125;623.99;2023.06.29
67417;27.72;2023.05.05
548262;102.01;2023.10.05
969523;48.62;2023.03.30
203608;155.7;2023.07.25
274078;79.49;2023.03.13
363522;48.74;2023.07.12
258837;319.47;2023.06.13
622714;22.01;2023.08.06
373115;1879.05;2023.03.22
468514;25.11;2023.10.05
219535;56.03;2023.06.16
303044;34.8;2023.03.30
284798;293.17;2023.04.16
32647;219.82;2023.03.22
499357;804.09;2023.05.07
819513;429.47;2023.07.26
226431;50.37;2023.07.04
92294;495.27;2023.01.14
197741;293.94;2023.05.02
939001;321.44;2023.01.28
956189;2036.9;2023.04.12
908073;151.99;2023.05.14
892551;106.64;2023.01.23
974444;188.11;2023.04.23
870760;1409.76;2023.08.14
784495;92.94;2023.08.01
740507;635.03;2023.04.06
98543;103.8;2023.02.05
376832;67.12;2023.01.30
293531;1740.31;2023.04.22
929533;46.23;2023.05.15
231329;780.71;2023.09.05
394353;48.42;2023.09.08
996411;455.64;2023.10.08
625826;265.35;2023.01.09
271203;498.4;2023.02.11
646469;1106.91;2023.09.06
218340;292.03;2023.04.23
135044;241.64;2023.05.07
688938;785.19;2023.03.13
367490;297.41;2023.07.14
123406;137.34;2023.06.12
152722;178.12;2023.04.09
43729;625.46;2023.08.06
86430;86.57;2023.09.17
210209;2869.2;2023.02.27
205977;77.66;2023.02.21
566897;374.8;2023.04.18
87591;149.51;2023.06.28
902405;100.69;2023.05.12
606790;164.8;2023.05.06
720428;11.64;2023.01.12
865633;110.61;2023.04.14
914570;317.82;2023.05.18
207299;839.64;2023.03.15
422134;109.98;2023.02.01
807185;474.61;2023.03.26
978057;2438.92;2023.02.24
697172;197.98;2023.02.18
470623;494.0;2023.02.28
599686;107.98;2023.05.03
213907;856.46;2023.04.16
541049;72.1;2023.03.18
914601;44.97;2023.09.08
890125;237.57;2023.05.17
24984;119.19;2023.05.24
803533;116.32;2023.08.12
930416;191.68;2023.08.28
397726;60.44;2023.04.09
873177;2056.0;2023.10.05
391962;54.77;2023.09.30
516400;14.36;2023.06.20
529482;207.14;2023.09.13
272334;182.67;2023.07.24
861505;202.61;2023.03.27
661724;260.11;2023.08.09
114381;2533.81;2023.04.16
111047;155.58;2023.03.03
181273;272.21;2023.09.01
138028;58.22;2023.02.10
849473;768.58;2023.06.12
626820;2848.13;2023.08.20
344128;69.32;2023.03.21
951390;2034.88;2023.07.26
850562;642.29;2023.04.26
175729;247.94;2023.04.27
233802;22.96;2023.03.22
300739;772.53;2023.08.04
822025;355.58;2023.01.28
948460;217.58;2023.09.19
94102;133.68;2023.07.27
338185;198.09;2023.02.04
322338;876.89;2023.01.10
212834;436.78;2023.07.25
485485;161.69;2023.05.17
445150;1818.19;2023.03.03
149606;81.96;2023.01.12
139706;77.93;2023.07.04
344583;147.18;2023.06.24
551065;185.2;2023.01.08
224778;847.26;2023.06.21
110421;74.46;2023.05.15
139774;1899.66;2023.04.20
744913;291.34;2023.03.30
986949;231.12;2023.02.04
4854;297.65;2023.06.29
41165;725.54;2023.08.24
175801;269.94;2023.06.19
950161;129.46;2023.06.04
262347;274.82;2023.02.01
300258;108.92;2023.09.15
979041;390.39;2023.09.14
31564;2479.63;2023.05.26
522916;164.4;2023.08.16
706053;156.16;2023.02.28
17349;1779.57;2023.03.19
486607;332.0;2023.03.18
6225;38.7;2023.02.28
662559;242.56;2023.01.28
694609;303.11;2023.06.06
304060;297.93;2023.06.05
26897;62.5;2023.09.26
339703;242.29;2023.07.03
66422;47.7;2023.03.06
841118;64.01;2023.08.26
135822;77.98;2023.03.12
885840;60.94;2023.03.29
839814;861.75;2023.08.10
572329;1157.75;2023.04.01
310343;110.58;2023.05.24
787644;47.93;2023.10.03
75763;57.51;2023.09.25
283339;1610.96;2023.09.08
400154;1757.25;2023.08.28
526637;43.36;2023.02.27
803675;78.92;2023.09.29
900840;377.41;2023.05.29
265703;1417.92;2023.09.13
967784;108.84;2023.09.16
523635;2177.68;2023.08.23
938645;79.04;2023.04.20
6206;647.98;2023.04.06
207462;166.75;2023.07.10
453324;75.31;2023.04.09
53559;749.63;2023.01.18
646006;121.57;2023.05.01
597530;494.25;2023.06.15
167267;210.03;2023.08.23
241483;211.96;2023.09.24
575134;121.21;2023.03.04
812267;905.94;2023.06.01
596985;290.27;2023.05.26
911578;115.67;2023.05.13
229566;47.72;2023.02.20
247010;210.05;2023.01.04
791538;2653.03;2023.01.14
409789;102.76;2023.07.09
950410;79.36;2023.09.26
35165;769.64;2023.03.16
804505;14.73;2023.04.18
254578;21.14;2023.04.26
852554;140.28;2023.05.10
317035;106.14;2023.08.04
481543;76.1;2023.07.09
609948;41.06;2023.10.08
386275;100.85;2023.10.03
191198;108.82;2023.04.05
378826;50.0;2023.04.01
836135;419.1;2023.01.04
61369;89.64;2023.05.08
589257;290.42;2023.06.16
669258;87.47;2023.09.11
978481;61.82;2023.08.15
72047;108.83;2023.10.04
179327;178.57;2023.09.03
422736;169.45;2023.01.30
973839;156.06;2023.06.19
597252;121.96;2023.04.16
344541;80.21;2023.05.19
42272;36.51;2023.06.25
450443;48.63;2023.03.07
46838;78.53;2023.05.10
487640;25.75;2023.03.29
873878;423.09;2023.03.24
585278;13.53;2023.05.18
614201;149.51;2023.04.15
204576;176.77;2023.06.02
865031;107.96;2023.05.14
285939;55.54;2023.09.10
177095;1874.87;2023.02.13
733714;53.42;2023.09.09
36846;436.93;2023.07.02
840727;145.99;2023.03.08
6998;1935.91;2023.02.19
357728;78.57;2023.03.21
508754;190.93;2023.03.10
442954;130.1;2023.09.27
775045;116.45;2023.07.31
313194;327.54;2023.06.30
43646;118.93;2023.03.06
853609;2739.28;2023.03.16
641600;118.24;2023.05.03
180156;79.39;2023.08.12
787805;362.68;2023.04.23
43041;288.87;2023.02.05
736452;140.3;2023.01.10
113608;79.98;2023.08.08
304277;84.01;2023.10.08
565792;425.22;2023.01.26
299566;515.0;2023.04.22
410713;51.77;2023.01.29
196879;97.87;2023.09.23
65981;57.87;2023.05.10
156976;625.03;2023.05.23
908217;20.25;2023.05.27
437810;1796.28;2023.10.05
621955;1391.43;2023.06.01
819451;53.42;2023.03.29
692999;90.31;2023.04.30
997966;87.99;2023.05.20
101836;20.8;2023.01.15
351607;51.11;2023.04.09
310325;242.67;2023.08.13
192335;2636.88;2023.10.02
997269;823.42;2023.08.02
263042;943.58;2023.05.10
351154;96.43;2023.08.09
138020;708.15;2023.07.31
136734;76.37;2023.08.22
203665;1147.97;2023.03.03
166364;147.48;2023.06.02
338803;225.32;2023.07.27
799375;22.7;2023.03.03
595457;352.27;2023.07.15
878570;309.62;2023.08.30
954813;229.96;2023.06.06
886850;2821.72;2023.08.10
562514;68.19;2023.09.27
570500;92.29;2023.05.21
454219;43.54;2023.08.24
927084;846.16;2023.03.18
161587;100.35;2023.02.28
662640;182.42;2023.01.30
48363;33.02;2023.07.07
136910;22.47;2023.08.02
719;428.04;2023.10.03
787483;317.19;2023.02.17
193391;71.56;2023.08.17
412058;137.44;2023.08.30
760031;96.93;2023.09.01
670182;29.46;2023.07.10
176630;564.82;2023.09.28
122350;2433.78;2023.02.20
384779;19.17;2023.02.16
923577;227.5;2023.02.25
326961;39.44;2023.05.06
737704;954.62;2023.08.26
127723;190.99;2023.09.14
961184;98.47;2023.09.22
650623;85.29;2023.03.03
168446;182.2;2023.05.29
203204;85.04;2023.07.11
46020;1101.43;2023.09.08
554600;1001.42;2023.07.05
283559;77.68;2023.01.12
585909;1587.23;2023.07.16
847047;169.76;2023.02.15
654427;619.76;2023.08.09
151918;160.87;2023.01.15
813152;83.12;2023.03.02
428624;642.48;2023.06.14
81763;51.5;2023.08.28
53986;918.85;2023.02.18
479128;101.29;2023.10.10
